created_at,text,screen_name,source,location,followers_count,friends_count,retweet_count,language,sentiment_polarity
Tue May 01 01:27:46 +0000 2018, bRT @murthaburke: Get Healthy With Some Coconut Based Oils! \\nhttps://t.co/Aov8NdtxYS \\n#blockchain #cryptocurrency #crypto #ethereum #trapadr, bmqxrxperymoht1, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,60,0, en, Positive
Tue May 01 01:27:46 +0000 2018, bRT @SilentWhstlBlwr: Breaking: $Link succesfully executes #smartcontract live #ropsten etherscan testnet. #chainlink use cases are infinite, Joshuahinson9, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, ,97,449,0, en, Positive
Tue May 01 01:27:46 +0000 2018, bRT @SocialWalletInc: We are proud of our partnership with @showhandio (https://t.co/4dlSkU4Idt)! #Blockchain #Bitcoin #btc #Ethereum #eth #, ndeso_bagoes, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, indonesia,7304,7426,0, en, Positive
Tue May 01 01:27:48 +0000 2018, bRT @UserExperienceU: #IoT #Ecosystems require #Ontologies of your #Products and #Services #Futurist #IoT #BlockChain #Agile #DevOps  https:, UgSki79ZyKtCc3X, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,30,0, en, Neutral
Tue May 01 01:27:49 +0000 2018, bRT @DigitizeCoin: #Digitize your loose change and cash deposits to #cryptocurrency. \\nhttps://t.co/Jz2D3mmBFg\\n\\n#ICO #crypto #tokensale #pres, ViktorKomarov5, <a href=https://nbvhmvmmh.com rel=nofollow>hgd hgeg egf </a>, Amsterda,10953,11042,0, ru, Negative
Tue May 01 01:27:49 +0000 2018, bRT @UserExperienceU: Website #help and #support systems should #avoid #FAQ #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/1TGxsQZj, kamala4812ax, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, en, Neutral
Tue May 01 01:27:49 +0000 2018, bRT @CoinMMunity: Join Our New Crypto Facebook group\\n\\nhttps://t.co/4DcUNhQSCL\\n\\n#makemoney #BTC #Bitcoin #LTC #Litecoin #HODL #cryptocurrency, earnmoneynow24, <a href=https://www.botlibre.com rel=nofollow>Bot Libre!</a>, ,60,376,0, en, Positive
Tue May 01 01:27:51 +0000 2018, bRT @WealthE_Coin: New to the whole ICO thing?  Here is some info about what you need to know! #ICOs #Bitcoin #Blockchain #WealthMigrate #We, mentari_megga, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Di sini|W���n��,1345,2604,0, en, Positive
Tue May 01 01:27:51 +0000 2018, bLibra Credit is a decentralized lending ecosystem that facilitates open access to credit anywhere and anytime based https://t.co/mYwS6G4LxU, vinod5473, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, India,119,611,0, en, Neutral
Tue May 01 01:27:52 +0000 2018, bRT @THE4THPILLARLTD: Aljaz Jadek - our main legal expert - presented at an ICO and blockchain technology conference in Ljubljana. What do y, bitcoinbrofer, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Bronx,1298,1609,0, en-gb, Positive
Tue May 01 01:27:55 +0000 2018, bRT @UserExperienceU: #IoT #Ecosystems require #Ontologies of your #Products and #Services #Futurist #IoT #BlockChain #Agile #DevOps  https:, franchuk464, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, en, Neutral
Tue May 01 01:27:56 +0000 2018, bRT @AitheonOfficial: We want to reduce costs to organisations by implementing our blockchain ecosystem and using #AI and #robotics as a lev, regas26448749, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1613,4198,0, en, Neutral
Tue May 01 01:27:57 +0000 2018, bRT @CoinsAirdrops: #Bitcoin #Satoshi #Earn_Money #cryptocurrency #blockchain #Airdrop\\nNew Airdrop #HGT \\n\\nNEW HelloGold Airdrop - 200 #HGT, CoinsAirdrops, <a href=https://mobile.twitter.com rel=nofollow>Mobile Web (M2)</a>, Blockchain,440,394,0, en, Neutral
Tue May 01 01:27:59 +0000 2018, bRT @bethereumteam: BREAKING NEWS: #Bethereum pre-sale cap reached!\\nWe\re humbled by over 1300 early-adopters joining our family as official, vtu4993, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,16,171,0, vi, Neutral
Tue May 01 01:28:00 +0000 2018, bRT @smrvieira91: BitcoinZ all information:\\nOfficial Website: https://t.co/t8G6tOkdHR\\nCoinMarketCap: https://t.co/NlWBlqDtbW\\n\\n@BitcoinZTeam, esmeraldaJ20, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,82,184,0, en, Neutral
Tue May 01 01:28:01 +0000 2018, b@durov in iran .government jamed and filtered   telegram ..but u said they will not be able to do this. blockchain  was bullshit? #durov, russell_lunatic, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,59,111,0, en, Positive
Tue May 01 01:28:02 +0000 2018, bThats an interesting way to understand #blockchain #crypto https://t.co/wYWb5GxU49, AllanJunLi, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, Sydney,29,68,0, en, Positive
Tue May 01 01:28:02 +0000 2018, bRT @bethereumteam: Many of you already correctly guessed what\s coming in the next days! \\nMore hints will be posted in our #Telegram group, vtu4993, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,16,171,0, vi, Positive
Tue May 01 01:28:02 +0000 2018, bRT @AmandaLorenzani: interesting predictions here about the potential of @eidoo_io https://t.co/pqUY2sJAU2 #edo #coinbase #wallet #crypto #, browning6767mk, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1,0,0, en, Positive
Tue May 01 01:28:03 +0000 2018, bRT @CryptoPolicecom: This week Arturs and Karolina had opportunity to participate in meetups in Zurich and Zug and attend #BlockchainSummit, fanninghysteric, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,578,855,0, ru, Neutral
Tue May 01 01:28:03 +0000 2018, b#AIRDROP4NEW\\n4NEW Airdrop\\n\\n1.Register here https://t.co/1lnHcGhowH\\n\\n2.Fill out this form https://t.co/XGtLTcDJsB, bucurtraian1, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Cyprus,1369,4990,0, en, Positive
Tue May 01 01:28:04 +0000 2018, bIBIN Introduces Blockshares to the Blockchain via International Blockshare Identification Number https://t.co/fUmWW1kgPy, Remi_Vladuceanu, <a href=http://spread.us/settings/thednetworks rel=nofollow>Remi\s Spread.us - The DNetWorks</a>, Blockchain,145786,124336,0, en, Neutral
Tue May 01 01:28:04 +0000 2018, bRT @Quarteria_io: Find out how to contribute to our #Quarteria #ICO on @Medium https://t.co/y5EmzTpHFj #crypto #realestate #neo #blockchain, o6Cu2GwoYF8eJjS, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,2,120,0, en, Neutral
Tue May 01 01:28:05 +0000 2018, bDecision Token (HST) Volume at $383635 as Price at $0.793349 https://t.co/5dkZNmlKiJ #horizonstate $HST #crypto #blockchain #coinmarketbot, CoinMarketBot, <a href=https://ifttt.com rel=nofollow>IFTTT</a>, The Moon,1038,1000,0, en, Neutral
Tue May 01 01:28:06 +0000 2018, bMastercard has filed for a patent to improve blockchain transaction speeds https://t.co/4uOi3ZQkUA, BCIdentity, <a href=https://ifttt.com rel=nofollow>IFTTT</a>, ,4110,3328,0, en, Neutral
Tue May 01 01:28:07 +0000 2018, bRT @murthaburke: Get Healthy With Some Coconut Based Oils! \\nhttps://t.co/Aov8NdtxYS \\n#blockchain #cryptocurrency #crypto #ethereum #trapadr, tiffanieivanov4, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,0,34,0, en, Positive
Tue May 01 01:28:07 +0000 2018, bBuilding the World\s First Advanced Blockchain Identity Laboratory https://t.co/Bk5tmcRzUr, BCIdentity, <a href=https://ifttt.com rel=nofollow>IFTTT</a>, ,4110,3328,0, en, Positive
Tue May 01 01:28:07 +0000 2018, bRT @AmandaLorenzani: interesting predictions here about the potential of @eidoo_io https://t.co/pqUY2sJAU2 #edo #coinbase #wallet #crypto #, leffler_iris, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,57,0, en, Positive
Tue May 01 01:28:06 +0000 2018, bRT @CoinMetro: #follow us today: https://t.co/4wq3nxOKys  get the password from inside the group and join our #CoinMetro #Airdrop Reloaded!, englandvault, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,554,853,0, ru, Neutral
Tue May 01 01:28:10 +0000 2018, bRT @fhfcommunity: Loving the #navypier for the Market Distributed #blockchain conference in #chicago  - great city - really enjoyed it. htt, ViktorKomarov5, <a href=https://nbvhmvmmh.com rel=nofollow>hgd hgeg egf </a>, Amsterda,10953,11042,0, ru, Positive
Tue May 01 01:28:12 +0000 2018, b#ASX: Australian Securities Exchange to switch from #CHESS post-trade settlement system to blockchain-based platfor https://t.co/1RFsKnmo9E, appVesta, <a href=http://www.facebook.com/twitter rel=nofollow>Facebook</a>, Australia,40,46,0, en, Neutral
Tue May 01 01:28:14 +0000 2018, bRT @UserExperienceU: #UbiNET Inc. expands into Florida to deliver #UbiNETPlatform #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/P, leon68695126, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,0,35,0, en, Neutral
Tue May 01 01:28:16 +0000 2018, bWebsite:  https://t.co/xljRFAXLd6 Telegram : https://t.co/y4IpzjDpX3 #XYO #geolocation #Crypto #Blockchain https://t.co/Zbfw1py5IO, mcmain320, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,3318,4673,0, en, Neutral
Tue May 01 01:28:16 +0000 2018, bRT @bethereumteam: We\ve successfully sold-out our #presale and are launching something exciting for our loyal supporters!\\nCan you guess wh, vtu4993, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,16,171,0, vi, Positive
Tue May 01 01:28:16 +0000 2018, bBlockport is about to release their open beta! https://t.co/hZCTN6H4dZ\\n#Blockchain #airdrop #btc https://t.co/TohoNEWWAE, iamcharogurl, <a href=https://www.queueat.com rel=nofollow>QueueTech</a>, ,237,1010,0, en, Neutral
Tue May 01 01:28:19 +0000 2018, bRT @cichuck: Mastercard International Seeks Patent For Fast Tracking Blockchain Navigation https://t.co/oOoJSBUUfo #blockchain #fintech, meadowsalestech, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, ,6382,6027,0, en, Positive
Tue May 01 01:28:20 +0000 2018, bRT @UserExperienceU: #Global #Digital #Consultancy Start-up Pt2 #Adjusted #Governance #Magic #Bullet #Futurist #IoT #BlockChain #Agile #Dev, wilbanks1745, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, en, Neutral
Tue May 01 01:28:20 +0000 2018, bIBM And Jewelry Industry To Use Blockchain Technology https://t.co/ZfqWsxmkdQ #ibm https://t.co/yc9EGscXEY, BlockchainLink, <a href=http://www.dub.io rel=nofollow>Dub.io</a>, Blockchain,64,15,0, en, Neutral
Tue May 01 01:28:20 +0000 2018, bRT @wax_io:  Airdrop? Yes! Holders of the current $WAX Token will receive a 1:1 airdrop of the protocol token that will be issued later t, thesinca, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, ,56,245,0, en, Neutral
Tue May 01 01:28:21 +0000 2018, bRT @Alt_Estate: The #blockchain throws the doors wide open with possibilities in #realestate from real-time ledgers to full-on shared datab, gilsroom, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,2500,3717,0, en, Negative
Tue May 01 01:28:21 +0000 2018, b#AIRDROP4NEW\\n4NEW Airdrop\\n\\n1.Register here https://t.co/N5Z7VYTVSx\\n\\n2.Fill out this form https://t.co/wnesg67Y1L, aishamary7, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Malta,721,1454,0, ro, Positive
Tue May 01 01:28:21 +0000 2018, bRT @DigitizeCoin: #Digitize is the first #blockchain startup that allows you to convert your loose change and cash into #Cryptocurrency., tanju01442315, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,1179,3737,0, en, Positive
Tue May 01 01:28:22 +0000 2018, bRT @bethereumteam: We\re going to open the #Bethereum core framework to third-party #Developers and #Businesses! \\nRead about becoming an a, vtu4993, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,16,171,0, vi, Positive
Tue May 01 01:28:24 +0000 2018, bRT @murthaburke: Get Healthy With Some Coconut Based Oils! \\nhttps://t.co/Aov8NdtxYS \\n#blockchain #cryptocurrency #crypto #ethereum #trapadr, dowd5987qs, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, es, Positive
Tue May 01 01:28:24 +0000 2018, bRT @justinsuntron: In two hours (9pm PST) I\ll be chatting live with @augama about the future of blockchain.  #TRONSR $TRX https://t.co/FmS, dedrastacy17, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,40,0, en, Positive
Tue May 01 01:28:24 +0000 2018, bRT @IronBlock_io: Project representative IronBlock Pierre Ovalles took part in the Bitcoin Private Conference\\nhttps://t.co/qjjn2MmkCJ\\n#ico, blazarhabitual, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,544,844,0, ru, Neutral
Tue May 01 01:28:24 +0000 2018, bRT @TipBlockchain: In case you missed this last week: Tip Blockchain Signs On Top Crypto Lawyer as Legal Advisor - published via @advfn &amp; I, KazlBitcointalk, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,11255,10635,0, ru, Positive
Tue May 01 01:28:25 +0000 2018, bRT @DigitizeCoin: #Digitize is the first #blockchain startup that allows you to convert your loose change and cash into #Cryptocurrency., Ravindu_MR, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,336,517,0, en, Positive
Tue May 01 01:28:25 +0000 2018, bRT @bethereumteam: Join the hundred\s of early-contributors! \\nOur #presale is less than 400 #ETH left from selling out: https://t.co, vtu4993, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,16,171,0, vi, Negative
Tue May 01 01:28:26 +0000 2018, bRT @justinsuntron: In two hours (9pm PST) I\ll be chatting live with @augama about the future of blockchain.  #TRONSR $TRX https://t.co/FmS, bonita3638tt, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, ru, Positive
Tue May 01 01:28:26 +0000 2018, bA Statement from #EXRNChain Founder @EXRNToken #Blockchain #Crosschain #Atomicswaps $EXRN #EXRN https://t.co/cHkkxV1Js4, EXRNNews, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,60,11,0, en, Neutral
Tue May 01 01:28:28 +0000 2018, bRT @AitheonOfficial: We want to reduce costs to organisations by implementing our blockchain ecosystem and using #AI and #robotics as a lev, JuliaJanah, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1179,2515,0, en, Neutral
Tue May 01 01:28:28 +0000 2018, bRT @bethereumteam: Click the link and vote for #Bethereum! \\nhttps://t.co/4qurfZ09Zj\\n#crypto #voteBTHR #reviewBTHR #Blockchain #Bitcoin #Et, vtu4993, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,16,171,0, vi, Neutral
Tue May 01 01:28:29 +0000 2018, b@bethereumteam Best blockchain gambling plateform #bethereum, Cryptovino, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,29,134,0, en-gb, Positive
Tue May 01 01:28:30 +0000 2018, bRT @soundeoncom: Soundeon appoints media investor and blockchain advocate David Drake of LDJ Capital to its Board of Advisors. For full ins, LorisSawcross, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Birmingham,2614,4110,0, en, Positive
Tue May 01 01:28:30 +0000 2018, bRT @UserExperienceU: #DigitalBusiness and #AI should use Hegelian Logic to find very different and valuable customer insights #Futurist #Io, camp8952oe, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, vi, Neutral
Tue May 01 01:28:31 +0000 2018, bRT @bethereumteam: If you\re raising money for a #Blockchain project better do it using a #SmartContract. We are!  - Thanks for publishing, vtu4993, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,16,171,0, vi, Positive
Tue May 01 01:28:32 +0000 2018, b#coinflip: Tails \\n#Airdrop #bitcoin #Crypto #ICO #ethereum #blockchain #xlm #stellar #strat #xrp #xvg #TRX #iota https://t.co/m2eosuSmr7, Crypt0_Pussy, <a href=https://reouiter.com rel=nofollow>reouiter</a>, Cyberspace,313,1164,0, en, Neutral
Tue May 01 01:28:34 +0000 2018, bRT @UserExperienceU: Website #help and #support systems should #avoid #FAQ #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/1TGxsQZj, robbi8607mq, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, en, Neutral
Tue May 01 01:28:34 +0000 2018, bRT @bethereumteam: We\ve attracted a lot of first time #Crypto contributors. \\nMessages like these are truly humbling and we\re glad to hav, vtu4993, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,16,171,0, vi, Positive
Tue May 01 01:28:35 +0000 2018, bRT @justinsuntron: In two hours (9pm PST) I\ll be chatting live with @augama about the future of blockchain.  #TRONSR $TRX https://t.co/FmS, hojnack74517362, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,0,0,0, en, Positive
Tue May 01 01:28:36 +0000 2018, bRT @UserExperienceU: Website #help and #support systems should #avoid #FAQ #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/1TGxsQZj, carter2907ir, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, en, Neutral
Tue May 01 01:28:36 +0000 2018, bRT @UserExperienceU: #IoT #Ecosystems require #Ontologies of your #Products and #Services #Futurist #IoT #BlockChain #Agile #DevOps  https:, ijtsfvrww4413vc, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,1,93,0, en, Neutral
Tue May 01 01:28:37 +0000 2018, bRecordFarm suggests several programs on sitemobile and apps. #RECORDFoundation #RecordFarm #ICO #RCDtoken https://t.co/88oclwVXz3, johndavid1165, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1773,1369,0, en, Neutral
Tue May 01 01:28:37 +0000 2018, bRT @bethereumteam: We\re very proud of our ratings! \\n Sergio\s spreadsheet: 81%\\n Hacked rating: 7.5 (Highest rated project)\\nhttps://t.c, vtu4993, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,16,171,0, vi, Positive
Tue May 01 01:28:37 +0000 2018, bRT @smrvieira91: BitcoinZ all information:\\nOfficial Website: https://t.co/t8G6tOkdHR\\nCoinMarketCap: https://t.co/NlWBlqDtbW\\n\\n@BitcoinZTeam, John___Dollar, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,264,1683,0, en, Neutral
Tue May 01 01:28:40 +0000 2018, bRT @_Peculium: The Blockchain Daily Is out!\\nhttps://t.co/l5PuUr3GcP #Peculium #PCL #CryptoSavings #AI #fintech #Crypto #machinelearning //, annualaurora, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,529,696,0, ru, Neutral
Tue May 01 01:28:41 +0000 2018, b#AIRDROP4NEW\\n4NEW Airdrop\\n\\n1.Register here https://t.co/rMP7Rl2N44\\n\\n2.Fill out this form https://t.co/ObwqB57vKf, tonyhaze11, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Cyprus,385,1330,0, en, Positive
Tue May 01 01:28:41 +0000 2018, bRT @ICOsprintx: WARNING time is running out to get whitelisted! Don\t miss out the opportunity to join our Pre-Sale Phase2 in just 3 days, crassquit, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,562,716,0, ru, Neutral
Tue May 01 01:28:43 +0000 2018, bRT @murthaburke: Free Shipping for Vitamins and Nutrition\s!! \\nhttps://t.co/0fezUzhlHY \\n#blockchain #cryptocurrency #crypto #ethereum #trap, hbytmpifwa83ia, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,53,0, en, Positive
Tue May 01 01:28:45 +0000 2018, bRT @justinsuntron: In two hours (9pm PST) I\ll be chatting live with @augama about the future of blockchain.  #TRONSR $TRX https://t.co/FmS, raber9js, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,38,0, th, Positive
Tue May 01 01:28:47 +0000 2018, bRT @SKYFchain: The Skyfchain Road Show Asia is on! | Seoul (Republic of Korea)\\nhttps://t.co/wvXNGsDCNj\\n#ico #blockchain #drone #SKYFchain, pradeepdinushar, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, 0xFf597d48d7681C8f3a2F85f47450,4664,4498,0, en, Neutral
Tue May 01 01:28:49 +0000 2018, b\RT @SocialCXN: SocialCxNs platform is totally changing the game of influencer marketing with BlockChain technology and Smart Contracts fo\, Ravindu_MR, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,336,517,0, en, Negative
Tue May 01 01:28:49 +0000 2018, bRT @LpesaICO: Pre sale is live. Get whitelisted now! Join us by going to this link: https://t.co/AhXWWZcBjC.\\n\\n#KriptonICO #blockchain  #cry, shellweenie, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,562,865,0, ru, Positive
Tue May 01 01:28:50 +0000 2018, bRT @UserExperienceU: #Global #Digital #Consultancy Start-up Pt2 #Adjusted #Governance #Magic #Bullet #Futurist #IoT #BlockChain #Agile #Dev, leon68695126, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,0,35,0, en, Neutral
Tue May 01 01:28:50 +0000 2018, bRT @justinsuntron: Livestream with Taiwan legislator and #blockchain advocate Jason Hsu @augama will take place tonight at 9pm PST. Link co, cherishdawes2, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,30,0, en, Neutral
Tue May 01 01:28:55 +0000 2018, bRT @Alt_Estate: The #blockchain throws the doors wide open with possibilities in #realestate from real-time ledgers to full-on shared datab, Ravindu_MR, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,336,517,0, en, Negative
Tue May 01 01:28:55 +0000 2018, bRT @PeerMountain: Peer Mountain Team says hi from the Blockshow in London!\\n\\n#blockshow #conference #crypto #blockchain #identity #trust #et, profilesderivat, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,543,860,0, ru, Neutral
Tue May 01 01:28:55 +0000 2018, bRT @DeepAeroDrones: Drone In Combination With HoloLens Enables X-ray Vision. Read More @ https://t.co/d8CG6LzqIZ\\n#DEEPAERO #AI #BLOCKCHAIN, Blizzy_4, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ����������������,1532,547,0, ru, Positive
Tue May 01 01:28:57 +0000 2018, bRT @murthaburke: Get Healthy With Some Coconut Based Oils! \\nhttps://t.co/Aov8NdtxYS \\n#blockchain #cryptocurrency #crypto #ethereum #trapadr, leon68695126, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,0,35,0, en, Positive
Tue May 01 01:28:58 +0000 2018, bRT @AitheonOfficial: We want to reduce costs to organisations by implementing our blockchain ecosystem and using #AI and #robotics as a lev, nonok55_stin958, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1333,3717,0, en, Neutral
Tue May 01 01:29:02 +0000 2018, bRT @BGXGlobal: There won\t be a need to rush or line up if you sign up for the #BGX whitelist early! Don\t let the Pre-Sale catch you by su, Lordlabush, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, nigeria,2126,4871,0, en, Positive
Tue May 01 01:29:02 +0000 2018, bUndervalued GoDaddy Domain Auction Recap  April 30 #bitcoin #altcoin #ethereum #crypto #cryptocoin #coin #btc https://t.co/OZSUOOnped, drptnl, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,37,16,0, en, Neutral
Tue May 01 01:29:04 +0000 2018, b*moves to Pennsylvania* https://t.co/SB45oOJsa1, DJCLOCKmpls, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, Circuit City,966,2298,0, en, Neutral
Tue May 01 01:29:05 +0000 2018, bRT @WealthE_Coin: New to the whole ICO thing?  Here is some info about what you need to know! #ICOs #Bitcoin #Blockchain #WealthMigrate #We, Ravindu_MR, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,336,517,0, en, Positive
Tue May 01 01:29:06 +0000 2018, bRT @CoinsAirdrops: #Bitcoin #Satoshi #cryptocurrency #blockchain #Airdrop\\nNew Airdrop #WLS \\n\\nWestLand Storage\\n\\nJoin Now and get 100 #WLS T, CoinsAirdrops, <a href=https://mobile.twitter.com rel=nofollow>Mobile Web (M2)</a>, Blockchain,440,394,0, en, Neutral
Tue May 01 01:29:08 +0000 2018, bRT @sharpay_io: Dar friends! There are thoughts of our CEO Anton Solodikov about the blockchain technology and its role in https://t.co/B3T, cleftparka, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,530,430,0, ru, Neutral
Tue May 01 01:29:08 +0000 2018, bRT @bethereumteam: Many of you already correctly guessed what\s coming in the next days! \\nMore hints will be posted in our #Telegram group, zoechin22, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, Philippines,1877,2518,0, en, Positive
Tue May 01 01:29:10 +0000 2018, bRT @murthaburke: Get Healthy With Some Coconut Based Oils! \\nhttps://t.co/Aov8NdtxYS \\n#blockchain #cryptocurrency #crypto #ethereum #trapadr, ujeaqdavoi81111, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,1,144,0, en, Positive
Tue May 01 01:29:10 +0000 2018, bRT @justinsuntron: BitcoinWorld will be running for #TronSR! @bitcoinworldinc is a blockchain-based Internet finance company that provides, raber9js, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,38,0, th, Neutral
Tue May 01 01:29:11 +0000 2018, bRT @QUOINE_SG: MITx will be listed in https://t.co/3V5dN06odA!\\n\\nMorpheus Labs\s Blockchain-Platform-as-a-Service (BPaaS) empowers rapid pro, interested247, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, Thailand,29,61,0, en, Neutral
Tue May 01 01:29:11 +0000 2018, bRT @Alt_Estate: The #blockchain throws the doors wide open with possibilities in #realestate from real-time ledgers to full-on shared datab, imronfal, <a href=http://stafabandhd.net rel=nofollow>Stafabandhd</a>, 0xe8CeFfc6aE42835069D121356602068B358EA549,2858,1655,0, id, Negative
Tue May 01 01:29:11 +0000 2018, bRT @APompliano: Binance has announced they will make significant investments in Uganda by supporting and training the people building produ, sennalim, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,13,31,0, en, Positive
Tue May 01 01:29:12 +0000 2018, bOpirias Lange Introduces PDATA Token to the World https://t.co/zxXl6j4OQP\\n\\nhttps://t.co/jA1MdYT3zO  #Opiria #PDATA https://t.co/ifRPLK1LyT, bitcoin_army, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Cryptosphere,6027,6481,0, en, Neutral
Tue May 01 01:29:12 +0000 2018, bRT @UserExperienceU: #Getting into #User #Experience Part 2 #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/wxMdKo5rat https://t.co, browning6767mk, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1,0,0, en, Neutral
Tue May 01 01:29:13 +0000 2018, bRT @johndavid1165: RecordFarm suggests several programs on sitemobile and apps. #RECORDFoundation #RecordFarm #ICO #RCDtoken #forARTISTS #f, DNRsTeam, <a href=HTTP://WWW.DNR-CREW.COM rel=nofollow>lolpat009@gmail.com.</a>, ,8149,2,0, en, Neutral
Tue May 01 01:29:13 +0000 2018, bRT @DigitizeCoin: #Digitize is the first #blockchain startup that allows you to convert your loose change and cash into #Cryptocurrency., sheyperera920, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,3637,4455,0, en, Positive
